Temperature/K,Pressure/kPa,Specific_density[Liquid]/kg/m3,cmp1ID,cmp1name,SMILES,Viscosity[Liquid]/Pa&#8226;s,Electrical_conductivity[Liquid]/S/m
303,101.325,930.4,ABjXkJ,"tributyl(octyl)phosphonium 4,4-dimethyl-2,6-dioxocyclohexan-1-ide",CC1(CC([CH-]C(C1)=O)=O)C.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.461,0.001775
298,101.325,933.2,ABjXkJ,"tributyl(octyl)phosphonium 4,4-dimethyl-2,6-dioxocyclohexan-1-ide",CC1(CC([CH-]C(C1)=O)=O)C.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.731,0.001306
328,101.325,944.9,ABzfwj,"tributyl(octyl)phosphonium 1,3-dioxo-1,3-diphenylpropan-2-ide",O=C([CH-]C(C1=CC=CC=C1)=O)C1=CC=CC=C1.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.0276,0.01517
303,101.325,960.2,ABzfwj,"tributyl(octyl)phosphonium 1,3-dioxo-1,3-diphenylpropan-2-ide",O=C([CH-]C(C1=CC=CC=C1)=O)C1=CC=CC=C1.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.178,0.00556
338,101.325,939.0,ABzfwj,"tributyl(octyl)phosphonium 1,3-dioxo-1,3-diphenylpropan-2-ide",O=C([CH-]C(C1=CC=CC=C1)=O)C1=CC=CC=C1.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.01416,0.0208
308,101.325,957.1,ABzfwj,"tributyl(octyl)phosphonium 1,3-dioxo-1,3-diphenylpropan-2-ide",O=C([CH-]C(C1=CC=CC=C1)=O)C1=CC=CC=C1.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.1166,0.00696
333,101.325,942.0,ABzfwj,"tributyl(octyl)phosphonium 1,3-dioxo-1,3-diphenylpropan-2-ide",O=C([CH-]C(C1=CC=CC=C1)=O)C1=CC=CC=C1.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.02,0.01797
298,101.325,963.3,ABzfwj,"tributyl(octyl)phosphonium 1,3-dioxo-1,3-diphenylpropan-2-ide",O=C([CH-]C(C1=CC=CC=C1)=O)C1=CC=CC=C1.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.278,0.00441
323,101.325,948.1,ABzfwj,"tributyl(octyl)phosphonium 1,3-dioxo-1,3-diphenylpropan-2-ide",O=C([CH-]C(C1=CC=CC=C1)=O)C1=CC=CC=C1.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.0372,0.0125
318,101.325,951.1,ABzfwj,"tributyl(octyl)phosphonium 1,3-dioxo-1,3-diphenylpropan-2-ide",O=C([CH-]C(C1=CC=CC=C1)=O)C1=CC=CC=C1.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.0524,0.0104
313,101.325,954.2,ABzfwj,"tributyl(octyl)phosphonium 1,3-dioxo-1,3-diphenylpropan-2-ide",O=C([CH-]C(C1=CC=CC=C1)=O)C1=CC=CC=C1.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.0776,0.00859
338,101.325,898.5,ABbmnq,tributyl(octyl)phosphonium acetylacetonate,[P+](CCCC)(CCCC)(CCCC)(CCCCCCCC).CC(=O)[CH-]C(=O)C,0.029,0.01936
323,101.325,907.3,ABbmnq,tributyl(octyl)phosphonium acetylacetonate,[P+](CCCC)(CCCC)(CCCC)(CCCCCCCC).CC(=O)[CH-]C(=O)C,0.0674,0.01139
328,101.325,966.8,ABketd,"tributyl(octyl)phosphonium 1,3-dioxo-2,3-dihydro-1H-inden-2-ide",O=C1[CH-]C(C2=CC=CC=C12)=O.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.1123,0.0117
298,101.325,984.5,ABketd,"tributyl(octyl)phosphonium 1,3-dioxo-2,3-dihydro-1H-inden-2-ide",O=C1[CH-]C(C2=CC=CC=C12)=O.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,1.0625,0.00264
303,101.325,981.6,ABketd,"tributyl(octyl)phosphonium 1,3-dioxo-2,3-dihydro-1H-inden-2-ide",O=C1[CH-]C(C2=CC=CC=C12)=O.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.653,0.00336
308,101.325,978.6,ABketd,"tributyl(octyl)phosphonium 1,3-dioxo-2,3-dihydro-1H-inden-2-ide",O=C1[CH-]C(C2=CC=CC=C12)=O.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.437,0.0044
338,101.325,961.2,ABketd,"tributyl(octyl)phosphonium 1,3-dioxo-2,3-dihydro-1H-inden-2-ide",O=C1[CH-]C(C2=CC=CC=C12)=O.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.067,0.01659
318,101.325,910.2,ABbmnq,tributyl(octyl)phosphonium acetylacetonate,[P+](CCCC)(CCCC)(CCCC)(CCCCCCCC).CC(=O)[CH-]C(=O)C,0.0943,0.00925
313,101.325,913.1,ABbmnq,tributyl(octyl)phosphonium acetylacetonate,[P+](CCCC)(CCCC)(CCCC)(CCCCCCCC).CC(=O)[CH-]C(=O)C,0.1235,0.00741
308,101.325,916.0,ABbmnq,tributyl(octyl)phosphonium acetylacetonate,[P+](CCCC)(CCCC)(CCCC)(CCCCCCCC).CC(=O)[CH-]C(=O)C,0.178,0.00585
303,101.325,919.0,ABbmnq,tributyl(octyl)phosphonium acetylacetonate,[P+](CCCC)(CCCC)(CCCC)(CCCCCCCC).CC(=O)[CH-]C(=O)C,0.26,0.00454
298,101.325,922.0,ABbmnq,tributyl(octyl)phosphonium acetylacetonate,[P+](CCCC)(CCCC)(CCCC)(CCCCCCCC).CC(=O)[CH-]C(=O)C,0.407,0.00362
328,101.325,904.4,ABbmnq,tributyl(octyl)phosphonium acetylacetonate,[P+](CCCC)(CCCC)(CCCC)(CCCCCCCC).CC(=O)[CH-]C(=O)C,0.0488,0.01382
313,101.325,975.8,ABketd,"tributyl(octyl)phosphonium 1,3-dioxo-2,3-dihydro-1H-inden-2-ide",O=C1[CH-]C(C2=CC=CC=C12)=O.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.292,0.00565
333,101.325,964.0,ABketd,"tributyl(octyl)phosphonium 1,3-dioxo-2,3-dihydro-1H-inden-2-ide",O=C1[CH-]C(C2=CC=CC=C12)=O.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.0857,0.01401
323,101.325,969.9,ABketd,"tributyl(octyl)phosphonium 1,3-dioxo-2,3-dihydro-1H-inden-2-ide",O=C1[CH-]C(C2=CC=CC=C12)=O.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.1513,0.00915
318,101.325,972.7,ABketd,"tributyl(octyl)phosphonium 1,3-dioxo-2,3-dihydro-1H-inden-2-ide",O=C1[CH-]C(C2=CC=CC=C12)=O.C(CCC)[P+](CCCCCCCC)(CCCC)CCCC,0.21,0.00728
313,101.325,1152.2,AAuALF,4-ethyl-4-methylmorpholin-4-ium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCOCC1)C.C(C)[N+]1(CCOCC1)C,0.0702,0.135
316,101.325,1150.7,AAuALF,4-ethyl-4-methylmorpholin-4-ium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCOCC1)C.C(C)[N+]1(CCOCC1)C,0.0586,0.144
323,101.325,1079.5,AAtgmT,1-ethyl-1-methylpiperidin-1-ium ethyl phosphonate,P(OCC)([O-])=O.C(C)[N+]1(CCCCC1)C,0.02511,0.155
321,101.325,1080.9,AAtgmT,1-ethyl-1-methylpiperidin-1-ium ethyl phosphonate,P(OCC)([O-])=O.C(C)[N+]1(CCCCC1)C,0.02794,0.145
318,101.325,1082.4,AAtgmT,1-ethyl-1-methylpiperidin-1-ium ethyl phosphonate,P(OCC)([O-])=O.C(C)[N+]1(CCCCC1)C,0.03253,0.135
316,101.325,1083.8,AAtgmT,1-ethyl-1-methylpiperidin-1-ium ethyl phosphonate,P(OCC)([O-])=O.C(C)[N+]1(CCCCC1)C,0.0367,0.126
313,101.325,1085.3,AAtgmT,1-ethyl-1-methylpiperidin-1-ium ethyl phosphonate,P(OCC)([O-])=O.C(C)[N+]1(CCCCC1)C,0.0433,0.118
311,101.325,1086.8,AAtgmT,1-ethyl-1-methylpiperidin-1-ium ethyl phosphonate,P(OCC)([O-])=O.C(C)[N+]1(CCCCC1)C,0.0509,0.111
308,101.325,1088.2,AAtgmT,1-ethyl-1-methylpiperidin-1-ium ethyl phosphonate,P(OCC)([O-])=O.C(C)[N+]1(CCCCC1)C,0.056,0.103
306,101.325,1089.7,AAtgmT,1-ethyl-1-methylpiperidin-1-ium ethyl phosphonate,P(OCC)([O-])=O.C(C)[N+]1(CCCCC1)C,0.0635,0.096
303,101.325,1091.2,AAtgmT,1-ethyl-1-methylpiperidin-1-ium ethyl phosphonate,P(OCC)([O-])=O.C(C)[N+]1(CCCCC1)C,0.073,0.09
301,101.325,1092.7,AAtgmT,1-ethyl-1-methylpiperidin-1-ium ethyl phosphonate,P(OCC)([O-])=O.C(C)[N+]1(CCCCC1)C,0.0798,0.084
298,101.325,1094.1,AAtgmT,1-ethyl-1-methylpiperidin-1-ium ethyl phosphonate,P(OCC)([O-])=O.C(C)[N+]1(CCCCC1)C,0.092,0.078
293,101.325,1097.0,AAtgmT,1-ethyl-1-methylpiperidin-1-ium ethyl phosphonate,P(OCC)([O-])=O.C(C)[N+]1(CCCCC1)C,0.1162,0.068
296,101.325,1095.6,AAtgmT,1-ethyl-1-methylpiperidin-1-ium ethyl phosphonate,P(OCC)([O-])=O.C(C)[N+]1(CCCCC1)C,0.1007,0.073
323,101.325,1146.1,AAuALF,4-ethyl-4-methylmorpholin-4-ium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCOCC1)C.C(C)[N+]1(CCOCC1)C,0.0391,0.173
321,101.325,1147.6,AAuALF,4-ethyl-4-methylmorpholin-4-ium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCOCC1)C.C(C)[N+]1(CCOCC1)C,0.0437,0.163
293,101.325,972.2,ABaAxc,1-methyl-1-octylpiperidin-1-ium octyl phosphonate,P(OCCCCCCCC)([O-])=O.C[N+]1(CCCCC1)CCCCCCCC,0.0458,0.03
296,101.325,971.0,ABaAxc,1-methyl-1-octylpiperidin-1-ium octyl phosphonate,P(OCCCCCCCC)([O-])=O.C[N+]1(CCCCC1)CCCCCCCC,0.0406,0.032
298,101.325,969.4,ABaAxc,1-methyl-1-octylpiperidin-1-ium octyl phosphonate,P(OCCCCCCCC)([O-])=O.C[N+]1(CCCCC1)CCCCCCCC,0.0377,0.033
321,101.325,953.8,ABaAxc,1-methyl-1-octylpiperidin-1-ium octyl phosphonate,P(OCCCCCCCC)([O-])=O.C[N+]1(CCCCC1)CCCCCCCC,0.01398,0.048
301,101.325,1011.5,ABPKLU,1-hexyl-1-methylpiperidin-1-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCCC1)C.C(CCCCC)[N+]1(CCCCC1)C,0.174,0.044
298,101.325,1013.1,ABPKLU,1-hexyl-1-methylpiperidin-1-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCCC1)C.C(CCCCC)[N+]1(CCCCC1)C,0.213,0.042
296,101.325,1014.8,ABPKLU,1-hexyl-1-methylpiperidin-1-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCCC1)C.C(CCCCC)[N+]1(CCCCC1)C,0.247,0.041
293,101.325,1016.3,ABPKLU,1-hexyl-1-methylpiperidin-1-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCCC1)C.C(CCCCC)[N+]1(CCCCC1)C,0.304,0.037
308,101.325,1006.8,ABPKLU,1-hexyl-1-methylpiperidin-1-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCCC1)C.C(CCCCC)[N+]1(CCCCC1)C,0.0925,0.052
323,101.325,952.1,ABaAxc,1-methyl-1-octylpiperidin-1-ium octyl phosphonate,P(OCCCCCCCC)([O-])=O.C[N+]1(CCCCC1)CCCCCCCC,0.01251,0.05
318,101.325,955.6,ABaAxc,1-methyl-1-octylpiperidin-1-ium octyl phosphonate,P(OCCCCCCCC)([O-])=O.C[N+]1(CCCCC1)CCCCCCCC,0.01587,0.046
301,101.325,967.8,ABaAxc,1-methyl-1-octylpiperidin-1-ium octyl phosphonate,P(OCCCCCCCC)([O-])=O.C[N+]1(CCCCC1)CCCCCCCC,0.03336,0.034
316,101.325,957.3,ABaAxc,1-methyl-1-octylpiperidin-1-ium octyl phosphonate,P(OCCCCCCCC)([O-])=O.C[N+]1(CCCCC1)CCCCCCCC,0.01733,0.044
313,101.325,959.1,ABaAxc,1-methyl-1-octylpiperidin-1-ium octyl phosphonate,P(OCCCCCCCC)([O-])=O.C[N+]1(CCCCC1)CCCCCCCC,0.01993,0.042
311,101.325,960.9,ABaAxc,1-methyl-1-octylpiperidin-1-ium octyl phosphonate,P(OCCCCCCCC)([O-])=O.C[N+]1(CCCCC1)CCCCCCCC,0.02305,0.04
308,101.325,962.6,ABaAxc,1-methyl-1-octylpiperidin-1-ium octyl phosphonate,P(OCCCCCCCC)([O-])=O.C[N+]1(CCCCC1)CCCCCCCC,0.02484,0.039
306,101.325,964.4,ABaAxc,1-methyl-1-octylpiperidin-1-ium octyl phosphonate,P(OCCCCCCCC)([O-])=O.C[N+]1(CCCCC1)CCCCCCCC,0.02745,0.037
303,101.325,966.1,ABaAxc,1-methyl-1-octylpiperidin-1-ium octyl phosphonate,P(OCCCCCCCC)([O-])=O.C[N+]1(CCCCC1)CCCCCCCC,0.03106,0.036
318,101.325,1149.1,AAuALF,4-ethyl-4-methylmorpholin-4-ium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCOCC1)C.C(C)[N+]1(CCOCC1)C,0.0516,0.153
311,101.325,1153.8,AAuALF,4-ethyl-4-methylmorpholin-4-ium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCOCC1)C.C(C)[N+]1(CCOCC1)C,0.0848,0.127
306,101.325,1008.4,ABPKLU,1-hexyl-1-methylpiperidin-1-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCCC1)C.C(CCCCC)[N+]1(CCCCC1)C,0.1161,0.049
308,101.325,1155.4,AAuALF,4-ethyl-4-methylmorpholin-4-ium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCOCC1)C.C(C)[N+]1(CCOCC1)C,0.0931,0.121
311,101.325,980.5,ABXPoL,N-methyl-N-octylpyrrolidinium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCCC1)CCCCCCCC.C[N+]1(CCCC1)CCCCCCCC,0.0465,0.044
323,101.325,960.66,ABaTob,4-methyl-4-octylmorpholin-4-ium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCOCC1)CCCCCCCC.C[N+]1(CCOCC1)CCCCCCCC,0.01738,0.035
321,101.325,962.4,ABaTob,4-methyl-4-octylmorpholin-4-ium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCOCC1)CCCCCCCC.C[N+]1(CCOCC1)CCCCCCCC,0.01929,0.033
318,101.325,964.14,ABaTob,4-methyl-4-octylmorpholin-4-ium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCOCC1)CCCCCCCC.C[N+]1(CCOCC1)CCCCCCCC,0.02273,0.031
316,101.325,965.89,ABaTob,4-methyl-4-octylmorpholin-4-ium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCOCC1)CCCCCCCC.C[N+]1(CCOCC1)CCCCCCCC,0.02579,0.029
313,101.325,967.63,ABaTob,4-methyl-4-octylmorpholin-4-ium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCOCC1)CCCCCCCC.C[N+]1(CCOCC1)CCCCCCCC,0.03018,0.027
311,101.325,969.37,ABaTob,4-methyl-4-octylmorpholin-4-ium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCOCC1)CCCCCCCC.C[N+]1(CCOCC1)CCCCCCCC,0.0354,0.025
308,101.325,971.11,ABaTob,4-methyl-4-octylmorpholin-4-ium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCOCC1)CCCCCCCC.C[N+]1(CCOCC1)CCCCCCCC,0.0377,0.024
306,101.325,972.85,ABaTob,4-methyl-4-octylmorpholin-4-ium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCOCC1)CCCCCCCC.C[N+]1(CCOCC1)CCCCCCCC,0.0427,0.022
303,101.325,974.6,ABaTob,4-methyl-4-octylmorpholin-4-ium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCOCC1)CCCCCCCC.C[N+]1(CCOCC1)CCCCCCCC,0.0475,0.021
301,101.325,976.35,ABaTob,4-methyl-4-octylmorpholin-4-ium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCOCC1)CCCCCCCC.C[N+]1(CCOCC1)CCCCCCCC,0.0517,0.019
298,101.325,978.1,ABaTob,4-methyl-4-octylmorpholin-4-ium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCOCC1)CCCCCCCC.C[N+]1(CCOCC1)CCCCCCCC,0.0578,0.018
296,101.325,979.86,ABaTob,4-methyl-4-octylmorpholin-4-ium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCOCC1)CCCCCCCC.C[N+]1(CCOCC1)CCCCCCCC,0.062,0.017
293,101.325,981.58,ABaTob,4-methyl-4-octylmorpholin-4-ium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCOCC1)CCCCCCCC.C[N+]1(CCOCC1)CCCCCCCC,0.0702,0.016
296,101.325,990.8,ABXPoL,N-methyl-N-octylpyrrolidinium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCCC1)CCCCCCCC.C[N+]1(CCCC1)CCCCCCCC,0.091,0.032
298,101.325,989.1,ABXPoL,N-methyl-N-octylpyrrolidinium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCCC1)CCCCCCCC.C[N+]1(CCCC1)CCCCCCCC,0.0837,0.034
301,101.325,987.5,ABXPoL,N-methyl-N-octylpyrrolidinium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCCC1)CCCCCCCC.C[N+]1(CCCC1)CCCCCCCC,0.0718,0.036
323,101.325,971.7,ABXPoL,N-methyl-N-octylpyrrolidinium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCCC1)CCCCCCCC.C[N+]1(CCCC1)CCCCCCCC,0.02333,0.056
306,101.325,1156.9,AAuALF,4-ethyl-4-methylmorpholin-4-ium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCOCC1)C.C(C)[N+]1(CCOCC1)C,0.1071,0.112
303,101.325,1158.5,AAuALF,4-ethyl-4-methylmorpholin-4-ium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCOCC1)C.C(C)[N+]1(CCOCC1)C,0.1252,0.106
301,101.325,1160.0,AAuALF,4-ethyl-4-methylmorpholin-4-ium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCOCC1)C.C(C)[N+]1(CCOCC1)C,0.138,0.099
298,101.325,1161.6,AAuALF,4-ethyl-4-methylmorpholin-4-ium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCOCC1)C.C(C)[N+]1(CCOCC1)C,0.162,0.094
296,101.325,1163.2,AAuALF,4-ethyl-4-methylmorpholin-4-ium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCOCC1)C.C(C)[N+]1(CCOCC1)C,0.179,0.088
293,101.325,1164.7,AAuALF,4-ethyl-4-methylmorpholin-4-ium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCOCC1)C.C(C)[N+]1(CCOCC1)C,0.209,0.083
321,101.325,973.5,ABXPoL,N-methyl-N-octylpyrrolidinium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCCC1)CCCCCCCC.C[N+]1(CCCC1)CCCCCCCC,0.02575,0.053
303,101.325,985.7,ABXPoL,N-methyl-N-octylpyrrolidinium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCCC1)CCCCCCCC.C[N+]1(CCCC1)CCCCCCCC,0.0663,0.038
318,101.325,975.2,ABXPoL,N-methyl-N-octylpyrrolidinium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCCC1)CCCCCCCC.C[N+]1(CCCC1)CCCCCCCC,0.03001,0.051
316,101.325,977.0,ABXPoL,N-methyl-N-octylpyrrolidinium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCCC1)CCCCCCCC.C[N+]1(CCCC1)CCCCCCCC,0.0334,0.048
313,101.325,978.7,ABXPoL,N-methyl-N-octylpyrrolidinium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCCC1)CCCCCCCC.C[N+]1(CCCC1)CCCCCCCC,0.0397,0.046
293,101.325,992.3,ABXPoL,N-methyl-N-octylpyrrolidinium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCCC1)CCCCCCCC.C[N+]1(CCCC1)CCCCCCCC,0.1051,0.031
308,101.325,982.2,ABXPoL,N-methyl-N-octylpyrrolidinium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCCC1)CCCCCCCC.C[N+]1(CCCC1)CCCCCCCC,0.0508,0.042
306,101.325,984.0,ABXPoL,N-methyl-N-octylpyrrolidinium octylphosphonate,C(CCCCCCC)P([O-])([O-])=O.C[N+]1(CCCC1)CCCCCCCC.C[N+]1(CCCC1)CCCCCCCC,0.0571,0.04
303,101.325,1009.9,ABPKLU,1-hexyl-1-methylpiperidin-1-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCCC1)C.C(CCCCC)[N+]1(CCCCC1)C,0.149,0.046
313,101.325,1003.6,ABPKLU,1-hexyl-1-methylpiperidin-1-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCCC1)C.C(CCCCC)[N+]1(CCCCC1)C,0.0612,0.058
311,101.325,1005.2,ABPKLU,1-hexyl-1-methylpiperidin-1-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCCC1)C.C(CCCCC)[N+]1(CCCCC1)C,0.0799,0.055
323,101.325,997.3,ABPKLU,1-hexyl-1-methylpiperidin-1-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCCC1)C.C(CCCCC)[N+]1(CCCCC1)C,0.02411,0.072
321,101.325,998.8,ABPKLU,1-hexyl-1-methylpiperidin-1-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCCC1)C.C(CCCCC)[N+]1(CCCCC1)C,0.02894,0.068
318,101.325,1000.4,ABPKLU,1-hexyl-1-methylpiperidin-1-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCCC1)C.C(CCCCC)[N+]1(CCCCC1)C,0.0377,0.064
316,101.325,1002.0,ABPKLU,1-hexyl-1-methylpiperidin-1-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCCC1)C.C(CCCCC)[N+]1(CCCCC1)C,0.0463,0.061
330,101.325,1367.0,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.028,0.8164
348,101.325,1182.0,ABTCNz,triethyl(pentyl)phosphonium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)[P+](CCCCC)(CC)CC,0.01452,1.76
361,101.325,1173.0,ABTCNz,triethyl(pentyl)phosphonium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)[P+](CCCCC)(CC)CC,0.01086,2.23
306,101.325,1213.0,ABTCNz,triethyl(pentyl)phosphonium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)[P+](CCCCC)(CC)CC,0.05072,0.602
330,101.325,1195.0,ABTCNz,triethyl(pentyl)phosphonium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)[P+](CCCCC)(CC)CC,0.02317,1.19
324,101.325,1199.0,ABTCNz,triethyl(pentyl)phosphonium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)[P+](CCCCC)(CC)CC,0.02765,1.02
318,101.325,1204.0,ABTCNz,triethyl(pentyl)phosphonium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)[P+](CCCCC)(CC)CC,0.0334,0.86
312,101.325,1208.0,ABTCNz,triethyl(pentyl)phosphonium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)[P+](CCCCC)(CC)CC,0.04086,0.723
300,101.325,1217.0,ABTCNz,triethyl(pentyl)phosphonium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)[P+](CCCCC)(CC)CC,0.06402,0.495
312,101.325,1382.0,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.047,0.4754
324,101.325,1372.0,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.02856,0.6939
361,101.325,1259.0,ABJzJH,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,0.01065,3.31
330,101.325,1283.0,ABJzJH,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,0.02073,1.91
300,101.325,1306.0,ABJzJH,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,0.04974,0.917
306,101.325,1301.0,ABJzJH,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,0.04074,1.09
336,101.325,1278.0,ABJzJH,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,0.01794,2.16
312,101.325,1296.0,ABJzJH,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,0.03383,1.27
324,101.325,1287.0,ABJzJH,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,0.02415,1.68
