src,trg,Temperature,DynViscosity,Density,ElecConductivity
C(CCC)[N+]1=CC=CC=C1.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCC)[N+]1=CC=CC=C1.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,353,0.01062,1398.0,1.575
C(CCC)[N+]1=CC=CC=C1.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCC)[N+]1=CC=CC=C1.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,358,0.00953,1393.5,1.801
C(CCC)[N+]1=CC=CC=C1.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCC)[N+]1=CC=CC=C1.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,363,0.00859,1389.0,1.902
C(CCC)[N+]1=CC=CC=C1.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCC)[N+]1=CC=CC=C1.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,278,0.182,1467.6,0.1186
C(CCC)[N+]1=CC=C(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCC)[N+]1=CC=C(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338,0.01382,1375.3,1.207
C(CCC)[N+]1=CC=C(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCC)[N+]1=CC=C(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,328,0.01836,1384.4,0.941
C(CCC)[N+]1=CC=C(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCC)[N+]1=CC=C(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323,0.02145,1389.0,0.817
CC=1C=[N+](C=CC1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC=1C=[N+](C=CC1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,288,0.0892,1457.5,0.253
C(CCC)[N+]1=CC=C(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCC)[N+]1=CC=C(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313,0.03028,1398.3,0.6
C(CCC)[N+]1=CC=C(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCC)[N+]1=CC=C(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318,0.02534,1393.6,0.702
C(CCC)[N+]1=CC=C(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCC)[N+]1=CC=C(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,308,0.03667,1402.9,0.509
C(CCC)[N+]1=CC=C(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCC)[N+]1=CC=C(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303,0.04507,1407.6,0.419
CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,343,0.010682,1249.7,4.35
CCCCN1C=C[N+](=C1)C.C(#N)[S-],CCCCN1C=C[N+](=C1)C.C(#N)[S-],358,0.0076,1034.57,3.58
CCCCN1C=C[N+](=C1)C.C(#N)[S-],CCCCN1C=C[N+](=C1)C.C(#N)[S-],278,0.1683,1081.6,0.268
CCCCN1C=C[N+](=C1)C.C(#N)[S-],CCCCN1C=C[N+](=C1)C.C(#N)[S-],288,0.0852,1075.56,0.455
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],308,0.0551,1289.7,0.436
CCCCN1C=C[N+](=C1)C.C(#N)[S-],CCCCN1C=C[N+](=C1)C.C(#N)[S-],348,0.00948,1040.3,2.99
CCCCN1C=C[N+](=C1)C.C(#N)[S-],CCCCN1C=C[N+](=C1)C.C(#N)[S-],333,0.01412,1048.94,1.008
CCCCN1C=C[N+](=C1)C.C(#N)[S-],CCCCN1C=C[N+](=C1)C.C(#N)[S-],323,0.0192,1054.76,0.831
CCCCN1C=C[N+](=C1)C.C(#N)[S-],CCCCN1C=C[N+](=C1)C.C(#N)[S-],313,0.0272,1060.63,0.661
CCCCN1C=C[N+](=C1)C.C(#N)[S-],CCCCN1C=C[N+](=C1)C.C(#N)[S-],303,0.0409,1066.55,0.528
CCCCN1C=C[N+](=C1)C.C(#N)[S-],CCCCN1C=C[N+](=C1)C.C(#N)[S-],293,0.0655,1072.54,0.386
CCCCN1C=C[N+](=C1)C.C(#N)[S-],CCCCN1C=C[N+](=C1)C.C(#N)[S-],343,0.01071,1043.17,1.194
CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],348,0.01051,1341.0,2.82
CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],328,0.01721,1357.3,2.006
CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],288,0.06351,1390.6,0.647
CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],283,0.0803,1394.8,0.534
CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],278,0.102,1399.0,0.433
CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,298,0.496,1291.45,0.0519
CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,348,0.0413,1252.21,0.53
CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,308,0.218,1283.53,0.0974
CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,318,0.1245,1275.62,0.1672
CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,328,0.0763,1267.75,0.2507
CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,338,0.0499,1259.95,0.371
CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,278,2.428,1307.52,0.01172
CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,283,1.566,1303.52,0.01835
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,358,0.0096,1292.4,2.98
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,278,0.0835,1355.3,0.43
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,283,0.0685,1351.2,0.52
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,288,0.0569,1347.2,0.62
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,338,0.0142,1307.6,2.12
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,308,0.03,1331.1,1.1
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,328,0.0178,1315.3,1.74
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,318,0.0229,1323.2,1.4
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,298,0.0406,1339.1,0.84
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,348,0.0115,1300.0,2.53
CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,328,0.0353,1124.45,0.483
CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,278,0.816,1159.1,0.0332
CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,348,0.02371,1110.97,0.926
CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,358,0.01351,1104.32,1.214
CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,338,0.0246,1117.69,0.683
CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,343,0.02873,1114.33,0.7633
CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,288,1.036,1299.49,0.02704
CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,300,0.032,1280.8,1.463
CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,299,0.043,1281.6,1.394
CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,353,0.008695,1242.4,5.22
CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C.CC(=O)[O-],288,0.2485,1105.8,0.151
CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C.CC(=O)[O-],283,0.377,1109.0,0.114
CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C.CC(=O)[O-],298,0.1215,1099.7,0.278
CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C.CC(=O)[O-],358,0.0122,1063.7,2.503
CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C.CC(=O)[O-],278,0.599,1112.1,0.104
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,283,0.0582,1072.6,0.636
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,278,0.0734,1075.8,0.433
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,288,0.0446,1069.4,0.702
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],343,0.007773,1090.1,4.177
C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F,C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F,293,0.727,1104.8,0.0046
C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F,C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F,298,0.601,1101.0,0.006
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],313,0.01549,1107.8,2.551
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],293,0.02921,1120.1,1.666
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],323,0.01197,1101.8,3.076
CCN1C=C[N+](=C1)C.C(#N)[S-],CCN1C=C[N+](=C1)C.C(#N)[S-],333,0.00953,1095.9,3.612
CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,363,0.007225,1235.5,5.95
CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,338,0.01194,1253.3,3.95
CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,348,0.009611,1246.1,4.77
CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,328,0.01521,1260.6,3.22
CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,278,0.0952,1299.1,0.735
CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,358,0.007908,1239.0,5.55
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],328,0.1049,862.2,0.00763
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],308,0.2677,874.4,0.00297
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],323,0.13,865.3,0.00631
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],333,0.08575,859.2,0.00949
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],338,0.07093,856.2,0.01176
CN1C=[N+](C=C1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CN1C=[N+](C=C1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,348,0.01014,1426.6,2.12
C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,328,0.0204,1283.1,1.362
C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,318,0.0266,1290.7,1.084
C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,308,0.0357,1298.5,0.839
C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,298,0.053,1306.1,0.619
C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,C(CCC)[N+]1(CCCC1)C.FS(=O)(=O)[N-]S(=O)(=O)F,348,0.0128,1268.0,2.69
C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,C[N+]1(CCCC1)CCC.FS(=O)(=O)[N-]S(=O)(=O)F,368,0.0081,1284.2,3.47
C(C)[P+](CCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[P+](CCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,348,0.01015,1331.0,1.45
C(C)[N+](CCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+](CCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,298,0.085,1385.5,0.21
C(C)[P+](CCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[P+](CCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,298,0.04814,1375.7,0.384
C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,283,0.091,1029.6,0.14
C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,308,0.026,1013.1,0.6
C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,333,0.011,997.0,1.5
C(C)[P+](CCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[P+](CCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318,0.02297,1357.7,0.719
C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,318,0.018,1006.6,0.89
C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,288,0.068,1026.3,0.19
C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,293,0.051,1022.9,0.25
C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,298,0.041,1019.7,0.35
C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,303,0.032,1016.4,0.46
C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,323,0.015,1003.4,1.1
C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,C(CCCCC)[N+]1=CN(C=C1)C.C(#N)[C-](C#N)C#N,313,0.021,1009.9,0.81
COCC[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,COCC[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,353,0.01033,1462.9,0.936
COCC[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,COCC[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,298,0.0588,1517.5,0.379
COCC[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,COCC[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,343,0.0129,1472.6,0.835
COCC[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,COCC[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,293,0.0752,1522.6,0.328
COCC[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,COCC[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333,0.01676,1482.5,0.732
COCC[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,COCC[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303,0.0469,1512.4,0.427
COCC[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,COCC[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313,0.03146,1502.3,0.529
COCC[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,COCC[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323,0.0224,1492.3,0.63
CN1C=[N+](C=C1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CN1C=[N+](C=C1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,328,0.01658,1445.8,1.35
CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C.CC(=O)[O-],368,0.0102,1040.0,3.114
CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,318,0.06724,1364.9,0.337
CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,323,0.147,1054.91,0.124
CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,283,2.1,1083.12,0.0129
CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,303,0.46,1069.35,0.0467
CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,313,0.248,1061.76,0.0784
CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,343,0.0606,1041.55,0.285
CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,333,0.092,1048.43,0.189
CCCCN1C=C[N+](=C1)C.[I-],CCCCN1C=C[N+](=C1)C.[I-],323,0.134,1463.53,0.18
CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,293,0.93,1075.46,0.0258
CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,348,0.02265,1339.3,0.88
CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298,0.1891,1382.2,0.139
CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,298,0.71,1072.34,0.0351
CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,353,0.0422,1034.92,0.405
CCN1C=C[N+](=C1)C.CCOP(=O)([O-])OCC,CCN1C=C[N+](=C1)C.CCOP(=O)([O-])OCC,298,0.397,1144.2,0.09
CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,328,0.0271,1294.0,0.4151
CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,308,0.0585,1311.51,0.2039
CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,318,0.0393,1302.73,0.2979
CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,288,0.1591,1329.14,0.0784
CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,358,0.01183,1268.06,0.906
CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298,0.0931,1320.32,0.1311
CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,338,0.0201,1285.3,0.556
